"ID","MOD13Q1_NDVI_2013_305","MOD13Q1_NDVI_2013_321","MOD13Q1_NDVI_2013_337","MOD13Q1_NDVI_2013_353","MOD13Q1_NDVI_2014_001","MOD13Q1_NDVI_2014_017","MOD13Q1_NDVI_2014_033","MOD13Q1_NDVI_2014_049","MOD13Q1_NDVI_2014_065","MOD13Q1_NDVI_2014_081","MOD13Q1_NDVI_2014_097","MOD13Q1_NDVI_2014_113","MOD13Q1_EVI_2013_305","MOD13Q1_EVI_2013_321","MOD13Q1_EVI_2013_337","MOD13Q1_EVI_2013_353","MOD13Q1_EVI_2014_001","MOD13Q1_EVI_2014_017","MOD13Q1_EVI_2014_033","MOD13Q1_EVI_2014_049","MOD13Q1_EVI_2014_065","MOD13Q1_EVI_2014_081","MOD13Q1_EVI_2014_097","MOD13Q1_EVI_2014_113","MOD13Q1_SAVI_2013_305","MOD13Q1_SAVI_2013_321","MOD13Q1_SAVI_2013_337","MOD13Q1_SAVI_2013_353","MOD13Q1_SAVI_2014_001","MOD13Q1_SAVI_2014_017","MOD13Q1_SAVI_2014_033","MOD13Q1_SAVI_2014_049","MOD13Q1_SAVI_2014_065","MOD13Q1_SAVI_2014_081","MOD13Q1_SAVI_2014_097","MCD15A2H_Lai_2013_305","MCD15A2H_Lai_2013_313","MCD15A2H_Lai_2013_321","MCD15A2H_Lai_2013_329","MCD15A2H_Lai_2013_337","MCD15A2H_Lai_2013_345","MCD15A2H_Lai_2013_361","MCD15A2H_Lai_2014_001","MCD15A2H_Lai_2014_009","MCD15A2H_Lai_2014_017","MCD15A2H_Lai_2014_025","MCD15A2H_Lai_2014_033","MCD15A2H_Lai_2014_041","MCD15A2H_Lai_2014_049","MCD15A2H_Lai_2014_057","MCD15A2H_Lai_2014_065","MCD15A2H_Lai_2014_073","MCD15A2H_Lai_2014_081","MCD15A2H_Lai_2014_089","MCD15A2H_Lai_2014_097","MCD15A2H_Lai_2014_105","MCD15A2H_Lai_2014_113","MOD16A2_PET_500m_2013_305","MOD16A2_PET_500m_2013_313","MOD16A2_PET_500m_2013_329","MOD16A2_PET_500m_2013_337","MOD16A2_PET_500m_2013_345","MOD16A2_PET_500m_2013_361","MOD16A2_PET_500m_2014_001","MOD16A2_PET_500m_2014_009","MOD16A2_PET_500m_2014_017","MOD16A2_PET_500m_2014_025","MOD16A2_PET_500m_2014_033","MOD16A2_PET_500m_2014_041","MOD16A2_PET_500m_2014_049","MOD16A2_PET_500m_2014_057","MOD16A2_PET_500m_2014_065","MOD16A2_PET_500m_2014_073","MOD16A2_PET_500m_2014_081","MOD16A2_PET_500m_2014_089","MOD16A2_PET_500m_2014_097","MOD16A2_PET_500m_2014_105","MOD16A2_PET_500m_2014_113"
8723,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8724,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8725,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8726,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8727,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8728,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8729,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8730,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8731,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8732,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8733,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8734,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8735,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8736,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8737,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8738,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8739,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8740,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8741,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8742,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8743,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8744,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8745,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8746,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8747,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8748,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8749,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8750,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8751,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8752,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8753,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8754,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8755,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8756,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8757,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8758,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8759,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8760,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8761,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8762,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8763,0.5955,0.4502,0.3956,0.4808,0.4808,0.5819,0.451,0.4096,0.5932,0.7574,0.6889,0.6299,0.3828,0.271,0.2194,0.2529,0.2529,0.3722,0.2324,0.1939,0.3048,0.4716,0.4107,0.3916,0.8932,0.6752,0.5934,0.7212,0.7212,0.8728,0.6764,0.6144,0.8897,1.1361,1.0333,19,13,7,6,6,5,8,8,14,13,12,8,5,5,6,6,15,26,25,37,32,25,32765,342,32765,310,32765,32765,32765,163,184,211,414,432,480,469,32765,615,604,631,647,670,722
8764,0.4553,0.5086,0.5305,0.5438,0.5438,0.4652,0.2974,0.4259,0.6753,0.7081,0.6876,0.6088,0.25,0.3056,0.3056,0.3055,0.3055,0.2918,0.1288,0.1898,0.4048,0.4651,0.442,0.4201,0.6829,0.7629,0.7956,0.8156,0.8156,0.6977,0.4461,0.6389,1.0128,1.0621,1.0313,14,13,10,8,8,6,6,6,6,10,7,7,5,12,9,12,17,21,21,17,15,13,32765,364,318,314,249,117,227,190,297,367,420,403,457,482,559,598,605,639,685,723,757
8765,0.4553,0.5086,0.5305,0.5438,0.5438,0.4652,0.2974,0.4259,0.6753,0.7081,0.6876,0.6088,0.25,0.3056,0.3056,0.3055,0.3055,0.2918,0.1288,0.1898,0.4048,0.4651,0.442,0.4201,0.6829,0.7629,0.7956,0.8156,0.8156,0.6977,0.4461,0.6389,1.0128,1.0621,1.0313,14,13,10,8,8,6,6,6,6,10,7,7,5,12,9,12,17,21,21,17,15,13,32765,364,318,314,249,117,227,190,297,367,420,403,457,482,559,598,605,639,685,723,757
8766,0.4553,0.5086,0.5305,0.5438,0.5438,0.4652,0.2974,0.4259,0.6753,0.7081,0.6876,0.6088,0.25,0.3056,0.3056,0.3055,0.3055,0.2918,0.1288,0.1898,0.4048,0.4651,0.442,0.4201,0.6829,0.7629,0.7956,0.8156,0.8156,0.6977,0.4461,0.6389,1.0128,1.0621,1.0313,14,13,10,8,8,6,6,6,6,10,7,7,5,12,9,12,17,21,21,17,15,13,32765,364,318,314,249,117,227,190,297,367,420,403,457,482,559,598,605,639,685,723,757
8767,0.4553,0.5086,0.5305,0.5438,0.5438,0.4652,0.2974,0.4259,0.6753,0.7081,0.6876,0.6088,0.25,0.3056,0.3056,0.3055,0.3055,0.2918,0.1288,0.1898,0.4048,0.4651,0.442,0.4201,0.6829,0.7629,0.7956,0.8156,0.8156,0.6977,0.4461,0.6389,1.0128,1.0621,1.0313,14,13,10,8,8,6,6,6,6,10,7,7,5,12,9,12,17,21,21,17,15,13,32765,364,318,314,249,117,227,190,297,367,420,403,457,482,559,598,605,639,685,723,757
8768,0.4553,0.5086,0.5305,0.5438,0.5438,0.4652,0.2974,0.4259,0.6753,0.7081,0.6876,0.6088,0.25,0.3056,0.3056,0.3055,0.3055,0.2918,0.1288,0.1898,0.4048,0.4651,0.442,0.4201,0.6829,0.7629,0.7956,0.8156,0.8156,0.6977,0.4461,0.6389,1.0128,1.0621,1.0313,14,13,10,8,8,6,6,6,6,10,7,7,5,12,9,12,17,21,21,17,15,13,32765,364,318,314,249,117,227,190,297,367,420,403,457,482,559,598,605,639,685,723,757
8769,0.4553,0.5086,0.5305,0.5438,0.5438,0.4652,0.2974,0.4259,0.6753,0.7081,0.6876,0.6088,0.25,0.3056,0.3056,0.3055,0.3055,0.2918,0.1288,0.1898,0.4048,0.4651,0.442,0.4201,0.6829,0.7629,0.7956,0.8156,0.8156,0.6977,0.4461,0.6389,1.0128,1.0621,1.0313,14,13,10,8,8,6,6,6,6,10,7,7,5,12,9,12,17,21,21,17,15,13,32765,364,318,314,249,117,227,190,297,367,420,403,457,482,559,598,605,639,685,723,757
