"ID","MOD13Q1_NDVI_2013_305","MOD13Q1_NDVI_2013_321","MOD13Q1_NDVI_2013_337","MOD13Q1_NDVI_2013_353","MOD13Q1_NDVI_2014_001","MOD13Q1_NDVI_2014_017","MOD13Q1_NDVI_2014_033","MOD13Q1_NDVI_2014_049","MOD13Q1_NDVI_2014_065","MOD13Q1_NDVI_2014_081","MOD13Q1_NDVI_2014_097","MOD13Q1_NDVI_2014_113","MOD13Q1_EVI_2013_305","MOD13Q1_EVI_2013_321","MOD13Q1_EVI_2013_337","MOD13Q1_EVI_2013_353","MOD13Q1_EVI_2014_001","MOD13Q1_EVI_2014_017","MOD13Q1_EVI_2014_033","MOD13Q1_EVI_2014_049","MOD13Q1_EVI_2014_065","MOD13Q1_EVI_2014_081","MOD13Q1_EVI_2014_097","MOD13Q1_EVI_2014_113","MOD13Q1_SAVI_2013_305","MOD13Q1_SAVI_2013_321","MOD13Q1_SAVI_2013_337","MOD13Q1_SAVI_2013_353","MOD13Q1_SAVI_2014_001","MOD13Q1_SAVI_2014_017","MOD13Q1_SAVI_2014_033","MOD13Q1_SAVI_2014_049","MOD13Q1_SAVI_2014_065","MOD13Q1_SAVI_2014_081","MOD13Q1_SAVI_2014_097","MCD15A2H_Lai_2013_305","MCD15A2H_Lai_2013_313","MCD15A2H_Lai_2013_321","MCD15A2H_Lai_2013_329","MCD15A2H_Lai_2013_337","MCD15A2H_Lai_2013_345","MCD15A2H_Lai_2013_361","MCD15A2H_Lai_2014_001","MCD15A2H_Lai_2014_009","MCD15A2H_Lai_2014_017","MCD15A2H_Lai_2014_025","MCD15A2H_Lai_2014_033","MCD15A2H_Lai_2014_041","MCD15A2H_Lai_2014_049","MCD15A2H_Lai_2014_057","MCD15A2H_Lai_2014_065","MCD15A2H_Lai_2014_073","MCD15A2H_Lai_2014_081","MCD15A2H_Lai_2014_089","MCD15A2H_Lai_2014_097","MCD15A2H_Lai_2014_105","MCD15A2H_Lai_2014_113","MOD16A2_PET_500m_2013_305","MOD16A2_PET_500m_2013_313","MOD16A2_PET_500m_2013_329","MOD16A2_PET_500m_2013_337","MOD16A2_PET_500m_2013_345","MOD16A2_PET_500m_2013_361","MOD16A2_PET_500m_2014_001","MOD16A2_PET_500m_2014_009","MOD16A2_PET_500m_2014_017","MOD16A2_PET_500m_2014_025","MOD16A2_PET_500m_2014_033","MOD16A2_PET_500m_2014_041","MOD16A2_PET_500m_2014_049","MOD16A2_PET_500m_2014_057","MOD16A2_PET_500m_2014_065","MOD16A2_PET_500m_2014_073","MOD16A2_PET_500m_2014_081","MOD16A2_PET_500m_2014_089","MOD16A2_PET_500m_2014_097","MOD16A2_PET_500m_2014_105","MOD16A2_PET_500m_2014_113"
10816,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10817,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10818,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10819,0.628,0.4854,0.3241,0.3031,0.3031,0.5825,0.5734,0.804,0.7384,0.7934,0.6194,0.459,0.3272,0.2145,0.1222,0.1146,0.1146,0.2746,0.2807,0.6143,0.5692,0.5101,0.3816,0.2971,0.9419,0.728,0.4861,0.4546,0.4546,0.8736,0.86,1.206,1.1075,1.19,0.929,20,16,6,8,6,6,7,7,6,8,9,10,18,21,27,27,21,26,23,16,13,9,32765,405,32765,390,361,32765,32765,32765,393,392,32765,396,467,496,550,594,580,594,32765,665,665
10820,0.628,0.4854,0.3241,0.3031,0.3031,0.5825,0.5734,0.804,0.7384,0.7934,0.6194,0.459,0.3272,0.2145,0.1222,0.1146,0.1146,0.2746,0.2807,0.6143,0.5692,0.5101,0.3816,0.2971,0.9419,0.728,0.4861,0.4546,0.4546,0.8736,0.86,1.206,1.1075,1.19,0.929,20,16,6,8,6,6,7,7,6,8,9,10,18,21,27,27,21,26,23,16,13,9,32765,405,32765,390,361,32765,32765,32765,393,392,32765,396,467,496,550,594,580,594,32765,665,665
10821,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10822,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10823,0.628,0.4854,0.3241,0.3031,0.3031,0.5825,0.5734,0.804,0.7384,0.7934,0.6194,0.459,0.3272,0.2145,0.1222,0.1146,0.1146,0.2746,0.2807,0.6143,0.5692,0.5101,0.3816,0.2971,0.9419,0.728,0.4861,0.4546,0.4546,0.8736,0.86,1.206,1.1075,1.19,0.929,20,16,6,8,6,6,7,7,6,8,9,10,18,21,27,27,21,26,23,16,13,9,32765,405,32765,390,361,32765,32765,32765,393,392,32765,396,467,496,550,594,580,594,32765,665,665
10824,0.628,0.4854,0.3241,0.3031,0.3031,0.5825,0.5734,0.804,0.7384,0.7934,0.6194,0.459,0.3272,0.2145,0.1222,0.1146,0.1146,0.2746,0.2807,0.6143,0.5692,0.5101,0.3816,0.2971,0.9419,0.728,0.4861,0.4546,0.4546,0.8736,0.86,1.206,1.1075,1.19,0.929,20,16,6,8,6,6,7,7,6,8,9,10,18,21,27,27,21,26,23,16,13,9,32765,405,32765,390,361,32765,32765,32765,393,392,32765,396,467,496,550,594,580,594,32765,665,665
10825,0.628,0.4854,0.3241,0.3031,0.3031,0.5825,0.5734,0.804,0.7384,0.7934,0.6194,0.459,0.3272,0.2145,0.1222,0.1146,0.1146,0.2746,0.2807,0.6143,0.5692,0.5101,0.3816,0.2971,0.9419,0.728,0.4861,0.4546,0.4546,0.8736,0.86,1.206,1.1075,1.19,0.929,20,16,6,8,6,6,7,7,6,8,9,10,18,21,27,27,21,26,23,16,13,9,32765,405,32765,390,361,32765,32765,32765,393,392,32765,396,467,496,550,594,580,594,32765,665,665
10826,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10827,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10828,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10829,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10830,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10831,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10832,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10833,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10834,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10835,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10836,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10837,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10838,0.7998,0.6915,0.4996,0.5057,0.4868,0.4539,0.5318,0.5836,0.6219,0.6358,0.6387,0.5665,0.5009,0.4127,0.2786,0.2546,0.2672,0.1924,0.2909,0.2812,0.4213,0.4023,0.3782,0.4106,1.1996,1.0372,0.7494,0.7585,0.7301,0.6807,0.7977,0.8752,0.9328,0.9537,0.958,23,24,16,14,11,10,7,7,6,6,3,8,7,10,13,12,15,17,17,17,14,10,32765,425,363,368,331,32765,280,295,394,32765,417,423,489,516,586,595,583,592,578,657,671
10839,0.7998,0.6915,0.4996,0.5057,0.4868,0.4539,0.5318,0.5836,0.6219,0.6358,0.6387,0.5665,0.5009,0.4127,0.2786,0.2546,0.2672,0.1924,0.2909,0.2812,0.4213,0.4023,0.3782,0.4106,1.1996,1.0372,0.7494,0.7585,0.7301,0.6807,0.7977,0.8752,0.9328,0.9537,0.958,23,24,16,14,11,10,7,7,6,6,3,8,7,10,13,12,15,17,17,17,14,10,32765,425,363,368,331,32765,280,295,394,32765,417,423,489,516,586,595,583,592,578,657,671
10841,0.7998,0.6915,0.4996,0.5057,0.4868,0.4539,0.5318,0.5836,0.6219,0.6358,0.6387,0.5665,0.5009,0.4127,0.2786,0.2546,0.2672,0.1924,0.2909,0.2812,0.4213,0.4023,0.3782,0.4106,1.1996,1.0372,0.7494,0.7585,0.7301,0.6807,0.7977,0.8752,0.9328,0.9537,0.958,23,24,16,14,11,10,7,7,6,6,3,8,7,10,13,12,15,17,17,17,14,10,32765,425,363,368,331,32765,280,295,394,32765,417,423,489,516,586,595,583,592,578,657,671
10842,0.7998,0.6915,0.4996,0.5057,0.4868,0.4539,0.5318,0.5836,0.6219,0.6358,0.6387,0.5665,0.5009,0.4127,0.2786,0.2546,0.2672,0.1924,0.2909,0.2812,0.4213,0.4023,0.3782,0.4106,1.1996,1.0372,0.7494,0.7585,0.7301,0.6807,0.7977,0.8752,0.9328,0.9537,0.958,23,24,16,14,11,10,7,7,6,6,3,8,7,10,13,12,15,17,17,17,14,10,32765,425,363,368,331,32765,280,295,394,32765,417,423,489,516,586,595,583,592,578,657,671
10843,0.7998,0.6915,0.4996,0.5057,0.4868,0.4539,0.5318,0.5836,0.6219,0.6358,0.6387,0.5665,0.5009,0.4127,0.2786,0.2546,0.2672,0.1924,0.2909,0.2812,0.4213,0.4023,0.3782,0.4106,1.1996,1.0372,0.7494,0.7585,0.7301,0.6807,0.7977,0.8752,0.9328,0.9537,0.958,23,24,16,14,11,10,7,7,6,6,3,8,7,10,13,12,15,17,17,17,14,10,32765,425,363,368,331,32765,280,295,394,32765,417,423,489,516,586,595,583,592,578,657,671
10844,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10845,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10846,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10847,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10848,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10849,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10850,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10851,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10852,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10853,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10854,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10855,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10856,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10857,0.7998,0.6915,0.4996,0.5057,0.4868,0.4539,0.5318,0.5836,0.6219,0.6358,0.6387,0.5665,0.5009,0.4127,0.2786,0.2546,0.2672,0.1924,0.2909,0.2812,0.4213,0.4023,0.3782,0.4106,1.1996,1.0372,0.7494,0.7585,0.7301,0.6807,0.7977,0.8752,0.9328,0.9537,0.958,23,24,16,14,11,10,7,7,6,6,3,8,7,10,13,12,15,17,17,17,14,10,32765,425,363,368,331,32765,280,295,394,32765,417,423,489,516,586,595,583,592,578,657,671
10858,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10859,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10860,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10861,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10862,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
10863,0.605,0.5101,0.5261,0.4792,0.3834,0.3435,0.3442,0.4129,0.6434,0.6892,0.6092,0.6097,0.3384,0.2624,0.3057,0.2564,0.1921,0.166,0.1499,0.1765,0.3837,0.4192,0.3646,0.4041,0.9075,0.7651,0.7891,0.7188,0.5751,0.5152,0.5163,0.6193,0.9651,1.0338,0.9138,18,13,11,10,9,6,7,3,7,3,4,6,3,6,6,16,18,20,18,19,15,16,368,350,323,308,32765,32765,32765,189,32765,372,432,455,32765,495,32765,612,626,655,694,734,756
